No,Date,Month,Ticket number,W/O number,Category,Discirption,Location,Teams,Amount,Released Date,Days Taken,W/O Status,
1678,15-Feb-26,,IM-1-12715981949,WO/50102,Carpentry RF,REDACTED,REDACTED,Team 4,$872.40 ,17-Feb-26,,Approved,
1679,16-Feb-26,, IM-1-12773516829,WO/50107,Plumbing,REDACTED,REDACTED,T1 Plumbing,$507.66 ,19-Feb-26,,Approved,
1680,16-Feb-26,,IM-1-12773517188,WO/50119,Welding & Painting,REDACTED,REDACTED,T1 Painting,$103.70 ,19-Feb-26,,Closed,
1681,16-Feb-26,,RFS-1-12773448585,WO/50118,Welding & Painting,REDACTED,REDACTED,T1 Painting,$252.40 ,24-Feb-26,,Closed,
1682,16-Feb-26,,RFS-1-12773517259,WO/50116,Plumbing,REDACTED,REDACTED,T1 Plumbing,$123.72 ,19-Feb-26,,Closed,
1683,16-Feb-26,,IM-1-12769345181,WO/50113,Plumbing,REDACTED,REDACTED,T1 Plumbing,$177.15 ,19-Feb-26,,Closed,
1684,16-Feb-26,,RFS-1-12773449198,WO/50111,Plumbing,REDACTED,REDACTED,T1 Plumbing,$259.50 ,19-Feb-26,,Closed,
1685,16-Feb-26,,RFS-1-12771846523,WO/50124,Plumbing,REDACTED,REDACTED,T1 Plumbing,$374.25 ,17-Feb-26,,Closed,
1686,16-Feb-26,,CT-03261,WO/49990,Plumbing,REDACTED,REDACTED,T1 Plumbing,$68.00 ,17-Feb-26,,Closed,
1687,16-Feb-26,,IM-1-12768795983 ,WO/50126,Plumbing,REDACTED,REDACTED,Team 2 ,$140.28 ,17-Feb-26,,Closed,
1688,16-Feb-26,,IM-1-12772721074,WO/50127,Plumbing,REDACTED,REDACTED,Team 3,$130.00 ,17-Feb-26,,Closed,
1689,16-Feb-26,,IM-1-12769344734,WO/50125,Plumbing,REDACTED,REDACTED,Team 3,$131.10 ,17-Feb-26,,Closed,
1690,16-Feb-26,,CT-03287,WO/50128,Plumbing,REDACTED,REDACTED,Team 4,$219.50 ,18-Feb-26,,Closed,
1691,17-Feb-26,,IM-1-12760500817,WO/50130,Carpentry RF,REDACTED,REDACTED,T1 Carpentry,$355.20 ,19-Feb-26,,Approved,
1692,17-Feb-26,,RFS-1-12773953999,WO/50131,Welding & Painting,REDACTED,REDACTED,Welding,$206.90 ,19-Feb-26,,Closed,
1693,17-Feb-26,,CT-032301,WO/50132,Plumbing,REDACTED,REDACTED,Team 2 ,$157.25 ,17-Feb-26,,Closed,
1694,17-Feb-26,,IM-1-12765402902,WO/50043,Plumbing,REDACTED,REDACTED,T1 Plumbing,$612.00 ,,,Pending Approval,
1695,17-Feb-26,,RFS-1-12766034475,WO/50139,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$202.30 ,19-Feb-26,,Approved,
1696,17-Feb-26,, IM-1-12760500817,WO/50140,Welding & Painting,REDACTED,REDACTED,T1 Carpentry,$833.50 ,19-Feb-26,,Approved,
1697,17-Feb-26,,IM-1-12773475856,WO/50149,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$201.78 ,,,Pending Approval,
1698,17-Feb-26,,RFS-1-12740727611,WO/50148,Welding & Painting,REDACTED,REDACTED,T1 Painting,$353.20 ,19-Feb-26,,Approved,
1699,17-Feb-26,,RFS-1-12773448585,WO/50147,Welding & Painting,REDACTED,REDACTED,T1 Masonry,$414.16 ,19-Feb-26,,Approved,
1700,17-Feb-26,,RFS-1-12768652040,WO/50146,Plumbing,REDACTED,REDACTED,T1 Plumbing,$259.75 ,23-Feb-26,,Closed,
1701,17-Feb-26,,RFS-1-12771406342,WO/50144,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$46.00 ,19-Feb-26,,Closed,
1702,17-Feb-26,,CT-032303,WO/50153,Plumbing,REDACTED,REDACTED,Team 2 ,$627.00 ,18-Feb-26,,Closed,
1703,18-Feb-26,,IM-1-12773517224,WO/50155,Welding & Painting,REDACTED,REDACTED,T1 Painting,$248.70 ,19-Feb-26,,Closed,
1704,18-Feb-26,,IM-1-12770646490,WO/50154,Plumbing,REDACTED,REDACTED,Team 5,$117.74 ,20-Feb-26,,Closed,
1705,18-Feb-26,,IM-1-12774315909,WO/50156,Masonry,REDACTED,REDACTED,T1 Masonry,$407.66 ,19-Feb-26,,Approved,
1706,18-Feb-26,,IM-1-12776968661,WO/50158,Plumbing,REDACTED,REDACTED,T1 Plumbing,$319.50 ,19-Feb-26,,Closed,
1707,18-Feb-26,,IM-1-12775270668,WO/50161,Carpentry FF,REDACTED,REDACTED,Team 4,$30.45 ,19-Feb-26,,Approved,
1708,18-Feb-26,,IM-1-12775083886,WO/50160,Masonry,REDACTED,REDACTED,T1 Masonry,$387.66 ,19-Feb-26,,Approved,
1709,18-Feb-26,,RFS-1-12774316047,WO/50159,Carpentry RF,REDACTED,REDACTED,T1 Carpentry,$490.56 ,19-Feb-26,,Closed,
1710,18-Feb-26,,RFS-1-12773184952,WO/50162,Masonry,REDACTED,REDACTED,Team 4,$976.50 ,24-Feb-26,,Approved,
1711,19-Feb-26,,RFS-1-12773184953,WO/50166,Plumbing,REDACTED,REDACTED,Team 4,"$1,484.50 ",24-Feb-26,,Approved,
1712,19-Feb-26,,IM-1-12774359646,WO/50170,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$120.84 ,22-Feb-26,,Approved,
1713,19-Feb-26,,IM-1-12770646648,WO/50168,Carpentry FF,REDACTED,REDACTED,Team 3,$119.28 ,19-Feb-26,,Closed,
1714,19-Feb-26,,IM-1-12743706234,WO/50169,Carpentry RF,REDACTED,REDACTED,Team 3,$908.40 ,19-Feb-26,,Approved,
1715,19-Feb-26,,RFS-1-12777806522,WO/50171,Masonry,REDACTED,REDACTED,T1 Masonry,$471.66 ,19-Feb-26,,Approved,
1716,19-Feb-26,,IM-1-12774208268,WO/50172,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$131.28 ,19-Feb-26,,Closed,
1717,19-Feb-26,,RFS-1-12777192557,WO/50175,Masonry,REDACTED,REDACTED,T1 Masonry,$405.00 ,,,Rejected,
1718,19-Feb-26,,IM-1-12773475724,WO/50181,Plumbing,REDACTED,REDACTED,Team 3,$140.50 ,19-Feb-26,,Approved,
1719,19-Feb-26,,IM-1-12773811990,WO/50180,Plumbing,REDACTED,REDACTED,Team 3,$436.00 ,19-Feb-26,,Closed,
1720,21-Feb-26,,"	IM-1-12773811894",WO/50185,Plumbing,REDACTED,REDACTED,Team 5,$495.12 ,22-Feb-26,,Approved,
1721,21-Feb-26,,IM-1-12773475614,WO/50186,Carpentry RF,REDACTED,REDACTED,Team 2 ,$109.00 ,22-Feb-26,,Approved,
1722,21-Feb-26,,IM-1-12774171268 ,WO/50187,Carpentry RF,REDACTED,REDACTED,Team 2 ,$81.60 ,22-Feb-26,,Approved,
1723,21-Feb-26,,IM-1-12779874874 ,"WO/50184",Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$61.14 ,23-Feb-26,,Closed,
1724,21-Feb-26,,RFS-1-12773448951,WO/50192,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$108.84 ,22-Feb-26,,Approved,
1725,21-Feb-26,,RFS-1-12779552943,WO/50191,Plumbing,REDACTED,REDACTED,T1 Plumbing,$294.50 ,22-Feb-26,,Closed,
1726,21-Feb-26,,IM-1-12775083886,WO/50196,Plumbing,REDACTED,REDACTED,T1 Plumbing,$406.50 ,23-Feb-26,,Approved,
1727,21-Feb-26,,RFS-1-12776969081,WO/50194,Carpentry FF,REDACTED,REDACTED,Team 3,$55.00 ,22-Feb-26,,Closed,
1728,21-Feb-26,,IM-1-12692297915,WO/50195,Carpentry FF,REDACTED,REDACTED,Team 3,$205.00 ,22-Feb-26,,Approved,
1729,21-Feb-26,,IM-1-12773743922,WO/50193,Plumbing,REDACTED,REDACTED,Team 3,$621.15 ,22-Feb-26,,Approved,
1730,23-Feb-26,,IM-1-12781871206,WO/50211,Plumbing,REDACTED,REDACTED,T1 Plumbing,$515.00 ,,,Rejected,
1731,23-Feb-26,,RFS-1-12780854627,WO/50212,Plumbing,REDACTED,REDACTED,T1 Plumbing,$153.25 ,23-Feb-26,,Closed,
1732,23-Feb-26,,IM-1-12781569007,WO/50216,Plumbing,REDACTED,REDACTED,T1 Plumbing,$338.25 ,23-Feb-26,,Closed,
1733,23-Feb-26,,RFS-1-12776924315,WO/50215,Masonry,REDACTED,REDACTED,Team 2 ,$120.00 ,23-Feb-26,,Closed,
1734,23-Feb-26,,RFS-1-12776924329 ,WO/50217,Carpentry RF,REDACTED,REDACTED,Team 2 ,$73.00 ,23-Feb-26,,Approved,
1735,23-Feb-26,,RFS-1-12781871019,WO/50218,Carpentry FF,REDACTED,REDACTED,Team 2 ,$98.20 ,23-Feb-26,,Approved,
1736,23-Feb-26,,IM-1-12741164680,WO/50220,Masonry,REDACTED,REDACTED,Team 4,$171.00 ,23-Feb-26,,Approved,
1737,23-Feb-26,,RFS-1-12779456441,WO/50222,Masonry,REDACTED,REDACTED,Team 4,$56.60 ,23-Feb-26,,Closed,
1738,23-Feb-26,,RFS-1-1273386427,WO/50225,Plumbing,REDACTED,REDACTED,T1 Plumbing,$527.16 ,23-Feb-26,,Approved,
1739,23-Feb-26,,RFS-1-12773185292,WO/50135,Plumbing,REDACTED,REDACTED,T1 Plumbing,$45.00 ,24-Feb-26,,Closed,
1740,23-Feb-26,,IM-1-12743276726,WO/50204,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$586.20 ,,,Closed,
1741,23-Feb-26,,IM-1-12777535182,WO/50203,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$342.96 ,,,Approved,
1742,23-Feb-26,,RFS-1-12784319145,WO/50233,Carpentry RF,REDACTED,REDACTED,T1 Carpentry,$484.20 ,24-Feb-26,,Closed,
1743,23-Feb-26,,IM-1-12779874920,WO/50234,Masonry,REDACTED,REDACTED,T1 Masonry,$422.66 ,24-Feb-26,,Approved,
1744,23-Feb-26,,RFS-1-12780683325,WO/50232,Plumbing,REDACTED,REDACTED,T1 Plumbing,$487.00 ,,,Approved,
1745,24-Feb-26,, RFS-1-12783386036,"WO/50238",Masonry,REDACTED,REDACTED,Team 5,$90.00 ,24-Feb-26,,Approved,
1746,24-Feb-26,,IM-1-12774910984,WO/50239,Plumbing,REDACTED,REDACTED,Team 3,$150.25 ,24-Feb-26,,Closed,
1747,24-Feb-26,,RFS-1-12628555939,WO/50241,Masonry,REDACTED,REDACTED,Team 4,$337.28 ,3-Mar-26,,Approved,
1748,24-Feb-26,,CT-03306,WO/50164,Carpentry FF,REDACTED,REDACTED,Team 3,$433.70 ,4-Mar-26,,Closed,
1749,24-Feb-26,,RFS-1-12783385821,WO/50245,Plumbing,REDACTED,REDACTED,T1 Plumbing,$220.50 ,24-Feb-26,,Closed,
1750,24-Feb-26,,IM-1-12785007807,WO/50243,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$13.50 ,24-Feb-26,,Closed,
1751,24-Feb-26,,RFS-1-12783385626,WO/50242,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$206.66 ,17-Mar-26,,Approved,
1752,24-Feb-26,, RFS-1-12783385826,WO/50248,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$625.08 ,24-Feb-26,,Approved,
1753,24-Feb-26,,RFS-1-12783385841,WO/50250,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$625.08 ,24-Feb-26,,Approved,
1754,24-Feb-26,,RFS-1-12783385836,"WO/50251",Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$625.08 ,24-Feb-26,,Approved,
1755,24-Feb-26,,IM-1-12785103893,WO/50249,Plumbing,REDACTED,REDACTED,Team 4,$371.50 ,24-Feb-26,,Closed,
1756,24-Feb-26,,IM-1-12782393330,WO/50247,Plumbing,REDACTED,REDACTED,Team 4,$185.00 ,24-Feb-26,,Closed,
1757,24-Feb-26,,RFS-1-12783385831,WO/50252,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$625.08 ,24-Feb-26,,Approved,
1758,24-Feb-26,,RFS-1-12783385846 ,WO/50253,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$625.08 ,24-Feb-26,,Approved,
1759,24-Feb-26,, RFS-1-12783385851,WO/50254,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$625.08 ,24-Feb-26,,Approved,
1760,24-Feb-26,,RFS-1-12783385727,WO/50256,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$625.08 ,24-Feb-26,,Approved,
1761,24-Feb-26,,RFS-1-12783386385,WO/50255,Plumbing,REDACTED,REDACTED,Team 4,$123.00 ,24-Feb-26,,Closed,
1762,24-Feb-26,,IM-1-12785008475,WO/50257,Plumbing,REDACTED,REDACTED,Team 4,$152.50 ,24-Feb-26,,Closed,
1763,24-Feb-26,,RFS-1-12783386220,WO/50258,Plumbing,REDACTED,REDACTED,T1 Plumbing,$100.00 ,24-Feb-26,,Approved,
1764,24-Feb-26,,CT-03319,WO/50237,Plumbing,REDACTED,REDACTED,T1 Plumbing,$422.56 ,25-Feb-26,,Closed,
1765,24-Feb-26,,RFS-1-12783386097,WO/50259,Plumbing,REDACTED,REDACTED,T1 Plumbing,$167.58 ,26-Feb-26,,Closed,
1766,25-Feb-26,,IM-1-12787065037,WO/50277,Plumbing,REDACTED,REDACTED,T1 Plumbing,$104.50 ,26-Feb-26,,Closed,
1767,25-Feb-26,,IM-1-12770204315,WO/50271,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$50.00 ,27-Feb-26,,Closed,
1768,25-Feb-26,,RFS-1-12786755460,WO/50273,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$41.20 ,26-Feb-26,,Closed,
1769,25-Feb-26,,CT-03317,WO/50274,Welding & Painting,REDACTED,REDACTED,Welding,$105.00 ,26-Feb-26,,Closed,
1770,25-Feb-26,,IM-1-12781569375,WO/50281,Carpentry RF,REDACTED,REDACTED,T1 Carpentry,$330.42 ,26-Feb-26,,Approved,
1771,25-Feb-26,,RFS-1-12786632897,WO/50280,Plumbing,REDACTED,REDACTED,T1 Plumbing,$273.72 ,26-Feb-26,,Approved,
1772,25-Feb-26,,RFS-1-12786632933,WO/50279,Plumbing,REDACTED,REDACTED,T1 Plumbing,$277.65 ,26-Feb-26,,Approved,
1773,25-Feb-26,,CT-03321,WO/50246,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$96.00 ,,,Pending Approval,
1774,25-Feb-26,,IM-1-12628111967,WO/48162,Plumbing,REDACTED,REDACTED,T1 Plumbing,"$2,181.10 ",,,Pending Approval,
1775,25-Feb-26,,RFS-1-12786632999,WO/50284,Welding & Painting,REDACTED,REDACTED,T1 Painting,$444.90 ,26-Feb-26,,Closed,
1776,25-Feb-26,,CT-03325,WO/50272,Plumbing,REDACTED,REDACTED,T1 Plumbing,$643.90 ,26-Feb-26,,Closed,
1777,25-Feb-26,,CT-03318,WO/50283,Welding & Painting,REDACTED,REDACTED,T1 Painting,$10.00 ,26-Feb-26,,Approved,
1778,26-Feb-26,,IM-1-12786633324,WO/50290,Plumbing,REDACTED,REDACTED,T1 Plumbing,$293.50 ,,,Rejected,
1779,26-Feb-26,,IM-1-12786633324,WO/50289,Plumbing,REDACTED,REDACTED,T1 Plumbing,$127.00 ,,,Rejected,
1780,26-Feb-26,,RFS-1-12785216192,WO/50287,Welding & Painting,REDACTED,REDACTED,T1 Painting,"$1,816.70 ",26-Feb-26,,Approved,
1781,26-Feb-26,,RFS-1-12787213688,WO/50285,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$69.24 ,26-Feb-26,,Approved,
1782,26-Feb-26,,RFS-1-12784319360,WO/50292,Carpentry FF,REDACTED,REDACTED,Team 3,$133.00 ,26-Feb-26,,Approved,
1783,26-Feb-26,,RFS-1-12781870907,WO/50305,Carpentry FF,REDACTED,REDACTED,Team 4,$803.30 ,,,Pending Approval,
1784,26-Feb-26,,RFS-1-12787587028,WO/50295,Carpentry RF,REDACTED,REDACTED,T1 Carpentry,$40.50 ,26-Feb-26,,Closed,
1785,26-Feb-26,,RFS-1-12781871019,WO/50297,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$186.48 ,26-Feb-26,,Approved,
1786,26-Feb-26,, IM-1-12786754896 ,WO/50304,Welding & Painting,REDACTED,REDACTED,Team 2 ,$300.60 ,26-Feb-26,,Closed,
1787,26-Feb-26,,IM-1-12786754851, WO/50306,Welding & Painting,REDACTED,REDACTED,Team 2 ,$306.60 ,26-Feb-26,,Closed,
1788,26-Feb-26,,RFS-1-12785103982,WO/50301,Carpentry FF,REDACTED,REDACTED,Team 4,$10.80 ,26-Feb-26,,Closed,
1789,26-Feb-26,,RFS-1-12779552833,WO/50299,Carpentry FF,REDACTED,REDACTED,Team 4,$64.80 ,26-Feb-26,,Approved,
1790,26-Feb-26,,IM-1-12786850826,WO/50302,Plumbing,REDACTED,REDACTED,Team 4,$152.50 ,26-Feb-26,,Closed,
1791,26-Feb-26,,IM-1-12790538321,WO/50318,Plumbing,REDACTED,REDACTED,T1 Plumbing,$82.50 ,1-Mar-26,,Closed,
1792,27-Feb-26,,IM-1-12789545142,WO/50313,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$14.40 ,1-Mar-26,,Approved,
1793,28-Feb-26,,IM-12789690599,WO/50320,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$625.08 ,2-Mar-26,,Approved,
1794,28-Feb-26,,IM-1-12789690683,WO/50322,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$625.08 ,3-Mar-26,,Approved,
1795,28-Feb-26,,IM-1-12790427929,WO/50323,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$625.08 ,4-Mar-26,,Approved,
1796,28-Feb-26,,IM-1-12789630406,WO/50324,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$625.08 ,5-Mar-26,,Approved,
1797,28-Feb-26,,IM-1-12789630468,WO/50325,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$625.08 ,6-Mar-26,,Approved,
1798,28-Feb-26,,IM-1-12789630338,WO/50332,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$625.08 ,7-Mar-26,,Approved,
1799,28-Feb-26,,IM-1-12789630390,WO/50331,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$625.08 ,8-Mar-26,,Approved,
1800,28-Feb-26,,IM-1-12789630422,WO/50330,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$625.08 ,9-Mar-26,,Approved,
1801,28-Feb-26,,IM-1-12789630364,WO/50328,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$625.08 ,10-Mar-26,,Approved,
1802,28-Feb-26,,IM-1-12782393078,WO/50333,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$129.34 ,1-Mar-26,,Approved,
1803,28-Feb-26,,IM-1-12789691421,WO50334,Plumbing,REDACTED,REDACTED,T1 Plumbing,$176.00 ,1-Mar-26,,Closed,
1804,28-Feb-26,,RFS-1-12777278764,WO/50337,Welding & Painting,REDACTED,REDACTED,Welding,$295.00 ,1-Mar-26,,Approved,
1805,28-Feb-26,,RFS-1-12785216192,WO/50336,Welding & Painting,REDACTED,REDACTED,T1 Painting,"$1,980.30 ",1-Mar-26,,Approved,
1806,1-Mar-26,,IM-1-12790537572,WO/50343,Welding & Painting,REDACTED,REDACTED,T1 Painting,$67.70 ,2-Mar-26,,Closed,
1807,1-Mar-26,,IM-1-12790538376,WO/50342,Welding & Painting,REDACTED,REDACTED,T1 Painting,$190.40 ,2-Mar-26,,Closed,
1808,1-Mar-26,,IM-1-12790537713,WO/50341,Welding & Painting,REDACTED,REDACTED,T1 Painting,$66.20 ,2-Mar-26,,Closed,
1809,1-Mar-26,,RFS-1-12790424070,WO/50340,Welding & Painting,REDACTED,REDACTED,T1 Painting,$66.20 ,2-Mar-26,,Closed,
1810,1-Mar-26,,IM-1-12790427807,WO/50339,Welding & Painting,REDACTED,REDACTED,T1 Painting,$247.40 ,2-Mar-26,,Closed,
1811,1-Mar-26,,CT-03323,WO/50347,Plumbing,REDACTED,REDACTED,T1 Plumbing,$77.50 ,2-Mar-26,,Closed,
1812,1-Mar-26,,RFS-1-12790538256,WO/50354,Masonry,REDACTED,REDACTED,T1 Masonry,$462.66 ,2-Mar-26,,Approved,
1813,1-Mar-26,,IM-1-12789690825,WO/50350,Masonry,REDACTED,REDACTED,T1 Masonry,$529.31 ,2-Mar-26,,Approved,
1814,1-Mar-26,,IM-1-12790537607,WO/50369,Welding & Painting,REDACTED,REDACTED,T1 Painting,$172.40 ,2-Mar-26,,Closed,
1815,1-Mar-26,,CT-03336,WO/50366,Carpentry RF,REDACTED,REDACTED,T1 Carpentry,$309.37 ,2-Mar-26,,Approved,
1816,1-Mar-26,,CT-03336,WO/50365,Welding & Painting,REDACTED,REDACTED,T1 Painting,$184.80 ,2-Mar-26,,Approved,
1817,1-Mar-26,,CT-03336,WO/50364,Masonry,REDACTED,REDACTED,T1 Masonry,$537.16 ,2-Mar-26,,Approved,
1818,1-Mar-26,,IM-1-12789752517,WO/50368,Plumbing,REDACTED,REDACTED,T1 Plumbing,$289.00 ,2-Mar-26,,Closed,
1819,1-Mar-26,,IM-1-12790298326,WO/50367,Plumbing,REDACTED,REDACTED,T1 Plumbing,$112.10 ,1-Mar-26,,Closed,
1820,1-Mar-26,,IM-1-12790537607,WO/50358,Welding & Painting,REDACTED,REDACTED,T1 Painting,$172.40 ,,,Pending Approval,
1821,1-Mar-26,,IM-1-12789691080,WO/50361,Plumbing,REDACTED,REDACTED,T1 Masonry,$214.00 ,2-Mar-26,,Approved,
1822,1-Mar-26,,RFS-1-12793208555,WO/50374,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$250.48 ,3-Mar-26,,Approved,
1823,2-Mar-26,,RFS-1-12784319267 ,WO/50375,Carpentry RF,REDACTED,REDACTED,Team 3,$136.52 ,3-Mar-26,,Closed,
1824,2-Mar-26,, IM-1-12785008430,"WO/50377",Plumbing,REDACTED,REDACTED,Team 5,$373.85 ,3-Mar-26,,Approved,
1825,2-Mar-26,, CT-03337,WO/50370,Plumbing,REDACTED,REDACTED,T1 Plumbing,$314.50 ,3-Mar-26,,Closed,
1826,2-Mar-26,,CT-03338,WO/50379,Welding & Painting,REDACTED,REDACTED,T1 Painting,$308.40 ,3-Mar-26,,Closed,
1827,2-Mar-26,,IM-1-12792417277,WO/50392,Welding & Painting,REDACTED,REDACTED,T1 Painting,$438.00 ,3-Mar-26,,Closed,
1828,2-Mar-26,,RFS-1-12781042097,WO/50391,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$611.40 ,4-Mar-26,,Approved,
1829,2-Mar-26,,RFS-1-12790757812,WO/50390,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$68.64 ,3-Mar-26,,Approved,
1830,2-Mar-26,,RFS-1-12790818118,WO/50389,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$29.80 ,3-Mar-26,,Closed,
1831,2-Mar-26,,IM-1-12792491208,WO/50387,Plumbing,REDACTED,REDACTED,T1 Plumbing,$674.00 ,3-Mar-26,,Closed,
1832,2-Mar-26,,IM-1-12790757636,WO/50385,Plumbing,REDACTED,REDACTED,T1 Plumbing,$135.50 ,3-Mar-26,,Closed,
1833,2-Mar-26,,RFS-1-12790709998,WO/50384,Plumbing,REDACTED,REDACTED,T1 Plumbing,$357.00 ,3-Mar-26,,Closed,
1834,2-Mar-26,,IM-1-12791450053,WO/50383,Masonry,REDACTED,REDACTED,T1 Masonry,$176.00 ,3-Mar-26,,Closed,
1835,2-Mar-26,,RFS-1-12790757812,WO/50381,Welding & Painting,REDACTED,REDACTED,T1 Painting,$458.20 ,3-Mar-26,,Closed,
1836,3-Mar-26,,IM-1-12789690882,WO/50401,Plumbing,REDACTED,REDACTED,T1 Plumbing,$140.50 ,3-Mar-26,,Closed,
1837,3-Mar-26,,IM-1-12786850861,WO/50400,Plumbing,REDACTED,REDACTED,T1 Plumbing,$279.50 ,3-Mar-26,,Closed,
1838,3-Mar-26,,RFS-1-12790817767,WO/50397,Welding & Painting,REDACTED,REDACTED,T1 Painting,$79.50 ,3-Mar-26,,Closed,
1839,3-Mar-26,,RFS-1-12790709998,WO/50395,Welding & Painting,REDACTED,REDACTED,T1 Painting,$79.50 ,3-Mar-26,,Closed,
1840,3-Mar-26,,RFS-1-12790817787,WO/50402,Plumbing,REDACTED,REDACTED,T1 Plumbing,$84.50 ,3-Mar-26,,Closed,
1841,3-Mar-26,,RFS-1-12790757641,WO/50394,Plumbing,REDACTED,REDACTED,T1 Plumbing,$140.00 ,3-Mar-26,,Closed,
1842,3-Mar-26,,RFS-1-12790817772,WO/50403,Welding & Painting,REDACTED,REDACTED,T1 Painting,$79.50 ,3-Mar-26,,Closed,
1843,3-Mar-26,, IM-1-12790424344,"WO/50408",Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$38.40 ,4-Mar-26,,Approved,
1844,3-Mar-26,, IM-1-12794906919,WO/50409,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$126.92 ,4-Mar-26,,Approved,
1845,3-Mar-26,,RFS-1-12790758066,"WO/50410",Plumbing,REDACTED,REDACTED,Team 2 ,$448.50 ,3-Mar-26,,Approved,
1846,3-Mar-26,,IM-1-12790424344,WO/50411,Welding & Painting,REDACTED,REDACTED,T1 Carpentry,$264.30 ,4-Mar-26,,Approved,
1847,3-Mar-26,,IM-1-12796598330,WO/50415,Plumbing,REDACTED,REDACTED,T1 Plumbing,$162.30 ,4-Mar-26,,Closed,
1848,3-Mar-26,,IM-1-12794906919,WO/50413,Plumbing,REDACTED,REDACTED,T1 Plumbing,$224.30 ,5-Mar-26,,Approved,
1849,3-Mar-26,,IM-1-12789691355,WO/50412,Masonry,REDACTED,REDACTED,T1 Masonry,$444.65 ,4-Mar-26,,Approved,
1850,3-Mar-26,,CT-03343,WO/50414,Masonry,REDACTED,REDACTED,Team 3,$584.00 ,5-Mar-26,,Closed,
1851,4-Mar-26,,IM-1-12796516305,WO/50419,Masonry,REDACTED,REDACTED,T1 Masonry,$577.66 ,4-Mar-26,,Approved,
1852,4-Mar-26,,IM-1-12791720497,WO/50418,Masonry,REDACTED,REDACTED,T1 Masonry,$488.00 ,4-Mar-26,,Approved,
1853,4-Mar-26,,RFS-1-12793026312,WO/50417,Plumbing,REDACTED,REDACTED,T1 Plumbing,$20.40 ,4-Mar-26,,Closed,
1854,4-Mar-26,,RFS-1-12793282390,WO/50416,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$615.76 ,4-Mar-26,,Approved,
1855,4-Mar-26,,RFS-1-12790758006  ,"WO/50443
",Carpentry FF,REDACTED,REDACTED,T1 Carpentry,"$2,186.44 ",5-Mar-26,,Approved,
1856,4-Mar-26,, RFS-1-12787700926,WO/50421,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,"$2,285.06 ",4-Mar-26,,Approved,
1857,4-Mar-26,,RFS-1-12787700926,WO/50422,Plumbing,REDACTED,REDACTED,T1 Plumbing,$160.00 ,4-Mar-26,,Approved,
1858,4-Mar-26,,RFS-1-12777430605,WO/50423,Carpentry FF,REDACTED,REDACTED,T1 Carpentry,$735.00 ,5-Mar-26,,Approved,
1859,4-Mar-26,,RFS-1-12699419761,WO/50427,Carpentry RF,REDACTED,REDACTED,T1 Carpentry,$379.14 ,4-Mar-26,,Approved,
1860,4-Mar-26,,IM-1-12721379010,WO/50426,Masonry,REDACTED,REDACTED,Team 3,$85.00 ,4-Mar-26,,Closed,
1861,4-Mar-26,,IM-1-12794289500,WO/50425,Carpentry FF,REDACTED,REDACTED,Team 3,$59.64 ,4-Mar-26,,Closed,
